,Geo Point,Geo Shape,dlibre,dgenerica_,despecific,regimen,direccion,codpos,telef,fax,mail,distrito,Tipo
503,"39.455223999074086, -0.3689750000000004","{""coordinates"": [-0.368975, 39.455223999074086], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE EL ESCONDITE INGLÉS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,EL ESCONDITE INGLÉS,PRIVADO,"AV. DOCTOR WAKSMAN, 50-52",46013,661054603,0,kinder.waksman@gmail.com,Quatre Carreres,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
506,"39.464774999074, -0.33332300000000037","{""coordinates"": [-0.333323, 39.464774999074], ""type"": ""Point""}",CENTRE ENS. PROFESSIONALS DE MÚSICA ATEN. MUS. DEL PUERTO,CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA,ATENEO MUSICAL DEL PUERTO,PRIVADO,"CL. FRANCISCO BALDOMÁ, 40",46011,963672333,0,sociedad@atenomusicaldelpuerto.com,Poblados Marítimos,MÚSICA
507,"39.4830899990739, -0.39262699999999895","{""coordinates"": [-0.392627, 39.4830899990739], ""type"": ""Point""}",SECCIÓ DE L'IES CONSELLERIA A VALENCIA,SECCIÓ D'EDUCACIÓ SECUNDÀRIA,DE L'IES CONSELLERIA A VALENCIA,PÚBLICO,"CL. SAN JAVIER, 2",46015,961206345,961206346,46032721@edu.gva.es,Benicalap,D'EDUCACIÓ SECUNDÀRIA
508,"39.46707299907399, -0.3722359999999991","{""coordinates"": [-0.372236, 39.46707299907399], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE XICOTETS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,XICOTETS,PRIVADO,"CL. CIRILO AMORÓS, 27",46004,963943461,963943461,info@xicotets.es,L'Eixample,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
509,"39.46772099907399, -0.3759700000000005","{""coordinates"": [-0.37597, 39.46772099907399], ""type"": ""Point""}",CENTRE PRIVAT FP CAPITOL,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,CAPITOL,PRIVADO,"CL. RIBERA, 16",46002,963517177,0,info@capitolempresa.com,Ciutat Vella,FORMACIÓ PROFESSIONAL ESPECÍFICA
510,"39.472046999073974, -0.4014840000000009","{""coordinates"": [-0.401484, 39.472046999073974], ""type"": ""Point""}",CENTRE PRIVAT FP FUNDACIÓN TREFOR VALENCIA,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,FUNDACIÓN TREFOR VALENCIA,PRIVADO,"CL. VELÁZQUEZ, 13",46018,963134097,0,trefor@fundaciontrefor.com,Patraix,FORMACIÓ PROFESSIONAL ESPECÍFICA
511,"39.48522999907387, -0.4054430000000012","{""coordinates"": [-0.405443, 39.48522999907387], ""type"": ""Point""}",EI 1er CICLE MUNICIPAL SANT PAU,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL SANT PAU,PÚBLICO,AV. PÍO BAROJA ESQ. JOSEP ALMINYANA I,46015,963492083,963467200,info@escuelainfantilsantpau.com,Benicalap,ESCOLA INFANTIL DE PRIMER CICLE
512,"39.49156399907384, -0.3898989999999997","{""coordinates"": [-0.389899, 39.49156399907384], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE GOMETS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,GOMETS,PRIVADO,"CL. CASTELLÓN DE RUGAT, 3",46025,961934039,0,info@ceigomets.com,Benicalap,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
513,"39.462339999074025, -0.3645409999999991","{""coordinates"": [-0.364541, 39.462339999074025], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE ITUITU,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ITUITU,PRIVADO,"CL. ALEJANDRO VI, 6",46005,633674357,0,direccion@ituitu.es,L'Eixample,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
514,"39.496806999073804, -0.393335","{""coordinates"": [-0.393335, 39.496806999073804], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE L'EMBOLIC,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,L'EMBOLIC,PRIVADO,"CL. MANUEL MELIA I FUSTER (LOCAL 2), 1",46025,963105568,963811502,info@ceiembolic.com,Benicalap,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
516,"39.47865499907393, -0.37905500000000075","{""coordinates"": [-0.379055, 39.47865499907393], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE L'ESCOLETA DEL CARME,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,L'ESCOLETA DEL CARME,PRIVADO,"CL. PALMA, 5",46003,651115285,0,pimoes@gmail.com,Ciutat Vella,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
517,"39.488986999073845, -0.3843409999999994","{""coordinates"": [-0.384341, 39.488986999073845], ""type"": ""Point""}",CENTRE ENSENYAMENTS ESPORTIUS CENETED,CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS,CENETED,PRIVADO,"CL. MÚSICO JARQUE CUALLADÓ, 9",46009,675552015,0,valencia@tecnicodeportivo.net,Campanar,CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS
518,"39.460275999074035, -0.36833599999999944","{""coordinates"": [-0.368336, 39.460275999074035], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE BAMBINI 2,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,BAMBINI 2,PRIVADO,"CL. PINTOR SALVADOR ABRIL, 56",46005,963504471,0,bambini2@ceibambini.com,L'Eixample,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
519,"39.49036399907384, -0.39348500000000103","{""coordinates"": [-0.393485, 39.49036399907384], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE EXPLORA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,EXPLORA,PRIVADO,"CL. CERAMISTA MATEU, 11",46015,963499487,0,ceiexplora@gmail.com,Benicalap,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
520,"39.478567999073924, -0.3664449999999995","{""coordinates"": [-0.366445, 39.478567999073924], ""type"": ""Point""}",CENTRE PRIVAT FP EUROPEO DE VALENCIA,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,CENTRO PROFESIONAL EUROPEO DE VALENCIA,PRIVADO,"CL. GENERAL ELIO (EDIFICI B), 2",46010,960452815,0,cpevalencia@universidadeuropea.es,Pla del Real,FORMACIÓ PROFESSIONAL ESPECÍFICA
521,"39.46940999907399, -0.3823010000000003","{""coordinates"": [-0.382301, 39.46940999907399], ""type"": ""Point""}",CENTRE PRIVAT FP ANA SALMERÓN FORMACIÓN,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,ANA SALMERÓN FORMACIÓN,PRIVADO,"CL. GUILLEM DE CASTRO, 43",46007,962062353,0,escuela@anasalmeron.com,Extramurs,FORMACIÓ PROFESSIONAL ESPECÍFICA
522,"39.45948899907403, -0.3972760000000007","{""coordinates"": [-0.397276, 39.45948899907403], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE FEBES,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,FEBES,PRIVADO,"CL. VALL D'UIXÓ, 6",46014,963201344,0,info@febes.es,Olivereta,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
523,"39.47258299907397, -0.3392399999999988","{""coordinates"": [-0.33924, 39.47258299907397], ""type"": ""Point""}",CENTRE PRIVAT FP FUNDACIÓN PASCUAL TOMÁS,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,FUNDACIÓN PASCUAL TOMÁS,PRIVADO,"PZ. JOSÉ MARÍA ORENSE, 10",46022,963567945,0,info@fundacionpascualtomas.org,Camins al Grau,FORMACIÓ PROFESSIONAL ESPECÍFICA
524,"39.465099999074006, -0.36323800000000067","{""coordinates"": [-0.363238, 39.465099999074006], ""type"": ""Point""}",CENTRE ENSENYAMENTS ESPORTIUS ELITE SPORT,CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS,ELITE SPORT,PRIVADO,"CL. SALAMANCA, 45",46005,693220600,0,elitesportvalencia@gmail.com,L'Eixample,CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS
525,"39.46837499907398, -0.3579140000000001","{""coordinates"": [-0.357914, 39.46837499907398], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA YAMAHA MUSIC SCHOOL,ESCOLA PRIVADA DE MÚSICA,YAMAHA MUSIC SCHOOL,PRIVADO,"CL. SANTA ROSA, 8 BAIX",46021,960715432,0,info@ymsvalencia.com,Pla del Real,MÚSICA
526,"39.48358099907389, -0.3713470000000009","{""coordinates"": [-0.371347, 39.48358099907389], ""type"": ""Point""}",CENTRE PÚBLIC FPA VICENT VENTURA,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,VICENT VENTURA,PÚBLICO,"CL. CONVENT DE CARMELITES, 1",46010,963189240,0,46036311@edu.gva.es,Pla del Real,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES
527,"39.495029999073815, -0.3779570000000015","{""coordinates"": [-0.377957, 39.495029999073815], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA CIM BANDA PARROQUIAL DE TORREFIEL,ESCOLA PRIVADA DE MÚSICA,CIM BANDA PARROQUIAL DE TORREFIEL,PRIVADO,"CL. PINTOR JOAN BAPTISTA PORCAR, 13",46019,639130858,0,correo@bandatorrefiel.es,Rascanya,MÚSICA
528,"39.46364799907402, -0.3623449999999995","{""coordinates"": [-0.362345, 39.46364799907402], ""type"": ""Point""}",CENTRE ENSENYAMENTS ESPORTIUS GM FOOTBALL ACADEMY,CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS,GM FOOTBALL ACADEMY,PRIVADO,"CL. SALAMANCA, 55",46005,910089832,0,info@gmfacademy.com,L'Eixample,CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS
529,"39.4835959990739, -0.38849300000000075","{""coordinates"": [-0.388493, 39.4835959990739], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA C. INSTRUCTIVO MUSICAL TENDETES,ESCOLA PRIVADA DE MÚSICA,CENTRO INSTRUCTIVO MUSICAL TENDETES,PRIVADO,"CL. JOAQUÍN BALLESTER, 27-7",46009,635430867,0,bandatendetes@gmail.com,Campanar,MÚSICA
530,"39.47137699907397, -0.3839880000000003","{""coordinates"": [-0.383988, 39.47137699907397], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA MATILDE SALVADOR,ESCOLA PRIVADA DE MÚSICA,MATILDE SALVADOR,PRIVADO,"CL. GUILLEM DE CASTRO, 73",46008,963920786,0,info@elmicalet.cat,Extramurs,MÚSICA
531,"39.48664399907388, -0.3883759999999993","{""coordinates"": [-0.388376, 39.48664399907388], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE PIRATAS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,PIRATAS,PRIVADO,"PZ. POETA SALVADOR RUEDA, 6",46015,655358214,0,ceipiratasvlc@gmail.com,Benicalap,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
533,"39.459821999074045, -0.3761079999999999","{""coordinates"": [-0.376108, 39.459821999074045], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE RUZAFA MONTESSORI,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,RUZAFA MONTESSORI,PRIVADO,"CL. LITERATO AZORÍN, 28",46006,640766376,0,info@ruzafamontessori.com,L'Eixample,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
